hotel_name,nationality,rating,review_title,review_neg,review_pos
Hotel Gasthof 't Zweerd,United Kingdom,3.3,poor accommodation,dirty uncomfortable list staff unhelpful disinterested awful unsafe atmosphere,
Parkhotel,United Kingdom,8.0,good,particular simple room unusual setup pretty good value money,friendly staff nice location
Motel One Brussels,Hungary,10.0,great,,perfect location walk distance downtown area outstanding public transportation connection comfortable clean room
Hotel Cecil,United Kingdom,9.6,second stay enjoy,room bit small hot market outside Saturday morning noisy,staff friendly location central hotel clean good value money free street parking nearby regular coastal tram service minute walk away
Apartment & Garage de Reünie,Ireland,7.1,Unsatisfactory,receive email host Sunday night time France inform bring towel ah minimum expect sheet towel supply arrive host give small bath towel yes towel day stay acceptable kitchen modern drop water fridge condiment W B line fumble greasy till add half pence pence come mind visit,property easily accessible quiet area street redevelop nice finish apartment new air condition
ibis Gent Centrum St. Baafs Kathedraal,United States,10.0,wonderful way,,nice breakfast staff WONDERFUL celebrate anniversary arrive decorate room balloon heart leave gift view steeple square lovely extra attention appreciated return Ghent certainly return Ibis hotel strongly recommend location well
't Eenvoud,Belgium,9.0,superb,,exceptionally clean comfortable apartment nicely situate quiet sure book year
pentahotel Leuven,Belgium,8.8,fabulous,,clean comfy reasonably price love pm check Sundays
Apartment Chez Esmara et Philippe,Singapore,8.3,good,,near supermarket shop restaurant etc Apartment clean
La Tulipe,Belgium,9.0,superb,Shower,perfect location calm close center walk lovely antique furniture give twist deco dog especially enjoy garden parking house convenient
"""En Aqualye"" chambre privative chez l'habitant",Belgium,9.0,superb,,super chambre proche du centre Terrasse jardin privatif
Thon Hotel Brussels City Centre,India,7.9,good,room size small price,Location property facility
Hotel Gasthof 't Zweerd,United Kingdom,5.8,cheap hotel good location small room soundproofing hear conversation room,small room date tired decor great location sight,
Parkhotel,Netherlands,8.0,Cosy fun,Railings stair room stair outside slippery wet,close ti city friendly staff
Motel One Brussels,Ireland,9.6,exceptional,,great hotel
Hotel Cecil,Netherlands,7.5,good,difficulty find road hotel find parkingplace roadblock village information,location excellent de centre De Panne near marketplace minute walk Boulevard lot shop restaurant neigbourhood en minute drive Ferry
B&B Waterside,United Kingdom,10.0,terrific stay,,warm friendly welcome owner Danku val Mieke
Apartment & Garage de Reünie,United Kingdom,10.0,exceptional,lovely clean accommodation dry helpful booking arrange,want vacation
Domaine de Ronchinne - Château et Ecuries,United Kingdom,6.7,beautiful potential spectacular place,hotel restaurant expensive open day vegetarian friendly water coffee room nice need kettle baby sterelise bottle able provide bathroom cold water run cold tap age provide luke warm boil hot water great breastfeed need hydrated brush tooth,beautiful location beautiful old building surround nature
ibis Gent Centrum St. Baafs Kathedraal,United States,10.0,great facility staff location,towel pretty threadbare help washcloth shower,staff helpful nice willing lend hand answer question help direction room great view cathedral square tidy daily
't Eenvoud,Belgium,9.0,superb,,
pentahotel Leuven,Netherlands,8.8,excellent accomodation position comfort short stay,hotel fine day stay carry clothe place cupboard hang,book breakfast expensiv m hotel breakfast choice place half hotel price
Apartment Chez Esmara et Philippe,Spain,9.2,superb,,perfect location super easy flexible check check
La Tulipe,Belgium,8.0,good,shower bath shower head roof low stand need bath shower seated bath,close center Durbuy quiet neighbourhood comfortable room terrace little garden
"""En Aqualye"" chambre privative chez l'habitant",Belgium,9.0,perfect,bed little short length people,confirm review room perfect bathroom perfect clean modern requirement available room beautiful Angélique great accessible host price quality probably good region
Thon Hotel Brussels City Centre,South Africa,9.6,exceptional,,room perfect simple adequate day stay clean bedding minimal unnecessary pillow cover know mean staff wonderful arrive early check time issue point request iron send wrong room issue apologize hand write note wonderful treat husband humble usually type customer service hotel travel lot definitely stay excellent value money
Hotel Gasthof 't Zweerd,United Kingdom,9.6,exceptional,have leave,Breakfast staff
Parkhotel,Netherlands,8.0,great location staff,parking bit far away,friendly staff good bed great breakfast buffet
Motel One Brussels,United Kingdom,10.0,exceptional,,Location perfect central hotel staff friendly let check early great great value money defiantley return
Hotel Cecil,Switzerland,9.2,pleasant stay Owner extremely kind,room small good value,attentive owner good breakfast
B&B Waterside,United Kingdom,8.8,fabulous,,excellent location lovely owner feel home highly recommend stay
Domaine de Ronchinne - Château et Ecuries,Belgium,7.9,good,staff receptionist competent feel not care client flexible guess minus big hotel,Hotel nice old castle charming Area beautiful peaceful
Claire de Meuse Appartement tranquille entre Profondeville et Dinant,India,9.0,host Pascal great person helpful House cozy comfortable,,host Pascal great person helpful location view house beautiful place clean experience stay extremely comfortable Pascal arrangement basic amenity dinner definitely recommend property host
Hotel Ramada Brussels Woluwe,China,7.0,good,facility timeworn sofa break necessary accessory like slipper cotter stick etc,location close local office night location easy sleep
Loft,Netherlands,9.2,superb,hard find,nice place
Le bordon,Belgium,9.0,great come,tv channel news movie amusing channel available mattress pillow great comfy bed sound single,fabulous location owner cleanliness
ibis Gent Centrum St. Baafs Kathedraal,United Kingdom,10.0,great,,position breakfast
pentahotel Leuven,United Kingdom,9.2,superb,pillow,Location staff
Apartment Chez Esmara et Philippe,Brazil,10.0,exceptional,,clean apartment locate central location definitely recommend
La Tulipe,Belgium,10.0,great place getaway durbuy come,small thing improve add door master bedroom parent privacy right kid bedroom door add umbrela outside garden property amazing garden great view nice enjoy umbrela shade,house great location couple minute walk durbuy center kitchen equipped especially recommend family want cook stay overall great experience
"""En Aqualye"" chambre privative chez l'habitant",Belgium,7.0,good,repurpose garage kind small uncomfortable space stuff,host kind helpful give excellent advice room bathroom look modern new need appreciate apparent care effort place include decoration service like minibar tea coffee offer
Thon Hotel Brussels City Centre,Czech Republic,8.3,good,,Location public garage hotel
Hotel Gasthof 't Zweerd,Australia,9.6,recommend hotel great location wonderful food,,amazing egg bacon croissant fruit standard item
Parkhotel,Netherlands,7.0,want briefly Ghent comfy stay nearby parkhotel,anniversary trip girlfriend find regretable matresse drift apart remarkable ease hard hug,short time particularly imprese ease quality service nice relaxed kind high service furthermore service find quality direction tip helpfull easy understand high quality
Motel One Brussels,United Kingdom,9.6,exceptional,tram line rumble middle night open window air con work properly,Location staff comfort bed perfect
Hotel Cecil,United Kingdom,9.6,excellent,comment,handy location right market square
B&B Waterside,Australia,8.8,comfortable room quiet bruge,air conditioning fan steep stair difficult manoeuvre physical disability,hostess most lovely breakfast comfortable bed sink room appreciate share bathroom guest clean welcoming Mieke lovely lady extremely helpful enjoyed go bike tour
Domaine de Ronchinne - Château et Ecuries,United Kingdom,9.2,good night stop,,nice room balcony lovely view evening meal fantastic pay set price help quality starter main dessert good choice wine good breakfast Plenty parking
Claire de Meuse Appartement tranquille entre Profondeville et Dinant,France,9.0,great,little difficult stair kid luggage pet etc problem,friendly kind accommodate basic equipment need comfortable kid Seperate kitchen clean little park close walk kid dog parking house
Hotel Ramada Brussels Woluwe,Belgium,7.0,good,Wifi work time room room cold heating,excellent facility comfortable room excellent breakfast staff welcoming
Loft,Belgium,8.3,beautiful loft,,clean calm beautiful
Le bordon,Belgium,8.0,good,,excellent location friendly host
ibis Gent Centrum St. Baafs Kathedraal,United States,10.0,exceptional,,location excellent center gent close sight
pentahotel Leuven,Russia,7.1,good,,
Apartment Chez Esmara et Philippe,United Kingdom,10.0,great location right centre Brussels,,Philippe helpful meet key show work etc
La Tulipe,Belgium,8.3,good,,De ligge een absolute topper
"""En Aqualye"" chambre privative chez l'habitant",Belgium,9.0,superb,,
Thon Hotel Brussels City Centre,Netherlands,7.1,good location,book email offer extra upgrade room arrive apparently option,walk distance city center breakfast place corner awesome
Hotel Gasthof 't Zweerd,United Kingdom,5.4,passable,need good facelift room tatty hotel tatty,central location
Parkhotel,Netherlands,9.0,superb,complaint room bit hard access courtyard stair rooftop inform advance big deal add charm,mail building beautiful period townhouse lovely courtyard excellent location quiet neighbourhood excellent breakfast charming host
Motel One Brussels,United States,9.6,exceptional,cleaning routine dry contact lens bed linen obviously accident clean orderly,clean stylish hotel design suite excellent location value
